iso,pressure,free_gb,swap_gb,compressed_gb
2026-09-19T14:38:11.594Z,1,10.2,1.9,4.3
2026-09-19T14:38:31.646Z,2,6.8,1.9,13.5
2026-09-19T14:38:51.681Z,1,7.6,1.9,12.1
2026-09-19T14:39:11.767Z,1,9.7,1.9,8.1
2026-09-19T14:39:31.850Z,2,6.9,1.9,13.5
2026-09-19T14:39:51.943Z,1,11.4,1.9,5.9
2026-09-19T14:40:11.991Z,1,8.6,1.9,10.1
2026-09-19T14:40:32.089Z,1,7.6,1.9,12.2
2026-09-19T14:40:52.199Z,2,6.7,1.9,13.9
2026-09-19T14:41:12.265Z,2,6.7,1.9,13.7
2026-09-19T14:41:32.304Z,2,7.1,2.1,13.9
2026-09-19T14:41:52.502Z,2,6.1,2.0,15.0
2026-09-19T14:42:12.608Z,2,5.9,2.2,15.6
2026-09-19T14:42:32.630Z,1,20.5,1.7,4.4
2026-09-19T14:42:52.697Z,1,12.3,1.7,4.3
2026-09-19T14:43:12.777Z,1,7.7,1.7,11.8
2026-09-19T14:43:32.815Z,1,9.7,1.7,7.9
2026-09-19T14:43:52.867Z,1,8.2,1.7,12.1
2026-09-19T14:44:13.011Z,1,7.5,1.7,12.2
2026-09-19T14:44:33.054Z,2,7.5,1.7,12.3
2026-09-19T14:44:53.259Z,1,8.1,1.7,11.1
2026-09-19T14:45:13.345Z,1,10.9,1.7,5.8
2026-09-19T14:45:33.455Z,1,8.5,1.7,10.4
2026-09-19T14:45:53.518Z,1,7.6,1.7,12.1
2026-09-19T14:46:13.616Z,1,7.1,1.7,13.1
2026-09-19T14:46:33.745Z,2,5.9,1.7,15.3
2026-09-19T14:46:53.767Z,2,7.3,1.7,12.6
2026-09-19T14:47:13.781Z,1,20.0,1.7,4.3
2026-09-19T14:47:33.865Z,1,10.5,1.7,6.4
2026-09-19T14:47:53.909Z,1,9.6,1.7,10.6
2026-09-19T14:48:13.950Z,1,8.1,1.7,11.1
2026-09-19T14:48:34.021Z,1,8.6,1.7,10.2
2026-09-19T14:48:54.142Z,1,8.2,1.7,11.0
2026-09-19T14:49:14.189Z,1,9.8,1.7,7.9
2026-09-19T14:49:34.246Z,1,8.4,1.7,10.6
2026-09-19T14:49:54.279Z,1,9.8,1.7,8.3
2026-09-19T14:50:14.344Z,1,7.8,1.7,11.7
2026-09-19T14:50:34.387Z,1,7.2,1.7,12.9
2026-09-19T14:50:54.521Z,2,7.0,1.7,13.2
2026-09-19T14:51:14.607Z,2,6.6,1.7,14.1
