iso,pressure,free_gb,swap_gb,compressed_gb
2026-09-18T13:36:47Z,1,7.0,3.7,13.5
2026-09-18T13:37:07Z,2,5.8,3.7,15.7
2026-09-18T13:37:27Z,1,7.3,3.7,12.9
2026-09-18T13:37:47Z,1,19.8,3.7,0.5
2026-09-18T13:38:07Z,1,19.4,3.7,0.5
2026-09-18T13:38:27Z,1,19.0,3.7,0.4
2026-09-18T13:38:47Z,1,19.2,3.6,0.4
2026-09-18T13:39:07Z,1,19.3,3.6,0.4
2026-09-18T13:39:27Z,2,7.0,3.6,13.5
2026-09-18T13:39:47Z,2,5.5,4.3,16.4
2026-09-18T13:40:08Z,1,7.5,4.4,12.3
2026-09-18T13:40:28Z,2,7.5,4.4,12.4
2026-09-18T13:40:48Z,1,7.9,4.4,11.7
2026-09-18T13:41:08Z,2,6.5,4.4,14.4
2026-09-18T13:41:28Z,1,8.9,4.4,9.9
2026-09-18T13:41:48Z,2,6.7,4.4,13.9
2026-09-18T13:42:08Z,2,5.6,4.8,16.2
2026-09-18T13:42:28Z,1,7.3,4.6,12.8
2026-09-18T13:42:48Z,2,6.3,4.5,14.9
2026-09-18T13:43:08Z,1,20.3,3.3,0.6
2026-09-18T13:43:28Z,1,16.8,3.2,0.3
2026-09-18T13:43:48Z,2,6.9,3.2,13.5
2026-09-18T13:44:09Z,2,5.8,3.2,15.8
2026-09-18T13:44:29Z,2,6.8,3.6,13.7
2026-09-18T13:44:49Z,2,8.0,3.6,11.6
2026-09-18T13:45:09Z,1,8.8,3.5,11.1
2026-09-18T13:45:29Z,2,8.2,3.5,11.2
2026-09-18T13:45:49Z,2,7.7,3.5,12.1
2026-09-18T13:46:09Z,2,6.9,3.5,13.6
2026-09-18T13:46:29Z,2,7.5,3.5,12.5
2026-09-18T13:46:49Z,2,6.2,3.5,14.7
2026-09-18T13:47:09Z,2,6.6,3.5,14.2
2026-09-18T13:47:30Z,1,18.6,3.4,5.8
2026-09-18T13:47:50Z,1,9.1,3.4,9.1
2026-09-18T13:48:10Z,2,5.9,3.4,15.7
2026-09-18T13:48:30Z,2,6.4,3.7,14.7
2026-09-18T13:48:50Z,2,6.4,3.7,14.7
2026-09-18T13:49:10Z,1,7.7,3.7,12.2
